size,3d_exotic_amg_1,3d_exotic_amg_2,3d_exotic_amg_3,3d_exotic_dmso_1,3d_exotic_dmso_2,3d_exotic_dmso_3
563.5,10,0,0,1860,0,34530
564.5,10,0,0,1735,0,36035
565.5,10,0,0,1615,0,37555
566.5,10,0,0,1500,0,39085
567.5,10,0,0,1385,0,40615
568.5,10,0,0,1280,0,42140
569.5,5,0,0,1175,0,43660
570.5,5,0,0,1075,0,45165
571.5,5,0,0,985,0,46645
572.5,5,0,0,895,0,48090
573.5,5,0,0,815,0,49505
574.5,0,0,0,735,0,50870
575.5,0,0,0,660,0,52185
576.5,0,0,0,595,0,53435
577.5,0,0,0,530,0,54620
578.5,0,0,0,475,0,55725
579.5,0,0,0,420,0,56750
580.5,0,0,0,370,0,57685
581.5,0,0,0,325,0,58520
582.5,0,0,0,285,0,59250
583.5,0,0,0,250,0,59875
584.5,0,0,0,220,0,60380
585.5,0,0,0,190,0,60765
586.5,0,0,0,165,0,61025
587.5,0,0,0,140,0,61155
588.5,0,0,0,120,0,61160
589.5,0,0,0,100,0,61030
590.5,0,0,0,85,0,60765
591.5,0,0,0,75,0,60370
592.5,0,0,0,60,0,59840
593.5,0,0,0,50,0,59185
594.5,0,0,0,45,0,58395
595.5,0,0,0,35,0,57490
596.5,0,0,0,30,0,56460
597.5,0,0,0,25,0,55320
598.5,0,0,0,20,0,54075
599.5,0,0,0,15,0,52725
600.5,0,0,0,15,0,51290
601.5,0,0,0,10,0,49765
602.5,0,0,0,10,0,48170
603.5,0,0,0,5,0,46505
604.5,0,0,0,5,0,44790
605.5,0,0,0,0,0,43020
606.5,0,0,0,0,0,41220
607.5,0,0,0,0,0,39390
608.5,0,0,0,0,0,37545
609.5,0,0,0,0,0,35690
610.5,0,0,0,0,0,33840
611.5,0,0,0,0,0,31995
612.5,0,0,0,0,0,30175
613.5,0,0,0,0,0,28380
614.5,0,0,0,0,0,26615
615.5,0,0,0,0,0,24895
616.5,0,0,0,0,0,23225
617.5,0,0,0,0,0,21600
618.5,0,0,0,0,0,20035
619.5,0,0,0,0,0,18535
620.5,0,0,0,0,0,17095
621.5,0,0,0,0,0,15725
622.5,0,0,0,0,0,14420
623.5,0,0,0,0,0,13190
624.5,0,0,0,0,0,12025
625.5,0,0,0,0,0,10935
626.5,0,0,0,0,0,9915
627.5,0,0,0,0,0,8960
628.5,0,0,0,0,0,8080
629.5,0,0,0,0,0,7260
630.5,0,0,0,0,0,6505
631.5,0,0,0,0,0,5810
632.5,0,0,0,0,0,5175
633.5,0,0,0,0,0,4595
634.5,0,0,0,0,0,4070
635.5,0,0,0,0,0,3590
636.5,0,0,0,0,0,3160
637.5,0,0,0,0,0,2775
638.5,0,0,0,0,0,2425
639.5,0,0,0,0,0,2115
640.5,0,0,0,0,0,1840
641.5,0,0,0,0,0,1595
642.5,0,0,0,0,0,1380
643.5,0,0,0,0,0,1185
644.5,0,0,0,0,0,1020
645.5,0,0,0,0,0,875
646.5,0,0,0,0,0,745
647.5,0,0,0,0,0,635
648.5,0,0,0,0,0,535
649.5,0,0,0,0,0,455
650.5,0,0,0,0,0,385
651.5,0,0,0,0,0,320
652.5,0,0,0,0,0,270
653.5,0,0,0,0,0,225
654.5,0,0,0,0,0,185
655.5,0,0,0,0,0,155
656.5,0,0,0,0,0,130
657.5,0,0,0,0,0,105
658.5,0,0,0,0,0,85
659.5,0,0,0,0,0,70
660.5,0,0,0,0,0,60
661.5,0,0,0,0,0,45
662.5,0,0,0,0,0,40
663.5,0,0,0,0,0,30
664.5,0,0,0,0,0,25
665.5,0,0,0,0,0,20
666.5,0,0,0,0,0,15
667.5,0,0,0,0,0,15
668.5,0,0,0,0,0,10
669.5,0,0,0,0,0,10
670.5,0,0,0,0,0,5
671.5,0,0,0,0,0,5
672.5,0,0,0,0,0,0
673.5,0,0,0,0,0,0
674.5,0,0,0,0,0,0
675.5,0,0,0,0,0,0
676.5,0,0,0,0,0,0
677.5,0,0,0,0,0,0
678.5,0,0,0,0,0,0
679.5,0,0,0,0,0,0
680.5,0,0,0,0,0,0
681.5,0,0,0,0,0,0
682.5,0,0,0,0,0,0
683.5,0,0,0,0,0,0
684.5,0,0,0,0,0,0
685.5,0,0,0,0,0,0
686.5,0,0,0,0,0,0
687.5,0,0,0,0,0,0
688.5,0,0,0,0,0,0
689.5,0,0,0,0,0,0
690.5,0,0,0,0,0,0
691.5,0,0,0,0,0,0
692.5,0,0,0,0,0,0
693.5,0,0,0,0,0,0
694.5,0,0,0,0,0,0
695.5,0,0,0,0,0,0
696.5,0,0,0,0,0,0
697.5,0,0,0,0,0,0
698.5,0,0,0,0,0,0
699.5,0,0,0,0,0,0
700.5,0,0,0,0,0,0
701.5,0,0,0,0,0,0
702.5,0,0,0,0,0,0
703.5,0,0,0,0,0,0
704.5,0,0,0,0,0,0
705.5,0,0,0,0,0,0
706.5,0,0,0,0,0,0
707.5,0,0,0,0,0,0
708.5,0,0,0,0,0,0
709.5,0,0,0,0,0,0
710.5,0,0,0,0,0,0
711.5,0,0,0,0,0,0
712.5,0,0,0,0,0,0
713.5,0,0,0,0,0,0
714.5,0,0,0,0,0,0
715.5,0,0,0,0,0,0
716.5,0,0,0,0,0,0
717.5,0,0,0,0,0,0
718.5,0,0,0,0,0,0
719.5,0,0,0,0,0,0
720.5,0,0,0,0,0,0
721.5,0,0,0,0,0,0
722.5,0,0,0,0,0,0
723.5,0,0,0,0,0,0
724.5,0,0,0,0,0,0
725.5,0,0,0,0,0,0
726.5,0,0,0,0,0,0
727.5,0,0,0,0,0,0
728.5,0,0,0,0,0,0
729.5,0,0,0,0,0,0
730.5,0,0,0,0,0,0
731.5,0,0,0,0,0,0
732.5,0,0,0,0,0,0
733.5,0,0,0,0,0,0
734.5,0,0,0,0,0,0
735.5,0,0,0,0,0,0
736.5,0,0,0,0,0,0
737.5,0,0,0,0,0,0
738.5,0,0,0,0,0,0
739.5,0,0,0,0,0,0
740.5,0,0,0,0,0,0
741.5,0,0,0,0,0,0
742.5,0,0,0,0,0,0
743.5,0,0,0,0,0,0
744.5,0,0,0,0,0,0
745.5,0,0,0,0,0,0
746.5,0,0,0,0,0,0
747.5,0,0,0,0,0,0
748.5,0,0,0,0,0,0
749.5,0,0,0,0,0,0
750.5,0,0,0,0,0,0
751.5,0,0,0,0,0,0
752.5,0,0,0,0,0,0
753.5,0,0,0,0,0,0
754.5,0,0,0,0,0,0
755.5,0,0,0,0,0,0
756.5,0,0,0,0,0,0
757.5,0,0,0,0,0,0
758.5,0,0,0,0,0,0
759.5,0,0,0,0,0,0
760.5,0,0,0,0,0,0
761.5,0,0,0,0,0,0
762.5,0,0,0,0,0,0
763.5,0,0,0,0,0,0
764.5,0,0,0,0,0,0
765.5,0,0,0,0,0,0
766.5,0,0,0,0,0,0
767.5,0,0,0,0,0,0
768.5,0,0,0,0,0,0
769.5,0,0,0,0,0,0
770.5,0,0,0,0,0,0
771.5,0,0,0,0,0,0
772.5,0,0,0,0,0,0
773.5,0,0,0,0,0,0
774.5,0,0,0,0,0,0
775.5,0,0,0,0,0,0
776.5,0,0,0,0,0,0
777.5,0,0,0,0,0,0
778.5,0,0,0,0,0,0
779.5,0,0,0,0,0,0
780.5,0,0,0,0,0,0
781.5,0,0,0,0,0,0
782.5,0,0,0,0,0,0
783.5,0,0,0,0,0,0
784.5,0,0,0,0,0,0
785.5,0,0,0,0,0,0
786.5,0,0,0,0,0,0
787.5,0,0,0,0,0,0
788.5,0,0,0,0,0,0
789.5,0,0,0,0,0,0
790.5,0,0,0,0,0,0
791.5,0,0,0,0,0,0
792.5,0,0,0,0,0,0
793.5,0,0,0,0,0,0
794.5,0,0,0,0,0,0
795.5,0,0,0,0,0,0
796.5,0,0,0,0,0,0
797.5,0,0,0,0,0,0
798.5,0,0,0,0,0,0
799.5,0,0,0,0,0,0
800.5,0,0,0,0,0,0
801.5,0,0,0,0,0,0
802.5,0,0,0,0,0,0
803.5,0,0,0,0,0,0
804.5,0,0,0,0,0,0
805.5,0,0,0,0,0,0
806.5,0,0,0,0,0,0
807.5,0,0,0,0,0,0
808.5,0,0,0,0,0,0
809.5,0,0,0,0,0,0
810.5,0,0,0,0,0,0
811.5,0,0,0,0,0,0
812.5,0,0,0,0,0,0
813.5,0,0,0,0,0,0
814.5,0,0,0,0,0,0
815.5,0,0,0,0,0,0
816.5,0,0,0,0,0,0
817.5,0,0,0,0,0,0
818.5,0,0,0,0,0,0
819.5,0,0,0,0,0,0
820.5,0,0,0,0,0,0
821.5,0,0,0,0,0,0
822.5,0,0,0,0,0,0
823.5,0,0,0,0,0,0
824.5,0,0,0,0,0,0
825.5,0,0,0,0,0,0
826.5,0,0,0,0,0,0
827.5,0,0,0,0,0,0
828.5,0,0,0,0,0,0
829.5,0,0,0,0,0,0
830.5,0,0,0,0,0,0
831.5,0,0,0,0,0,0
832.5,0,0,0,0,0,0
833.5,0,0,0,0,0,0
834.5,0,0,0,0,0,0
835.5,0,0,0,0,0,0
836.5,0,0,0,0,0,0
837.5,0,0,0,0,0,0
838.5,0,0,0,0,0,0
839.5,0,0,0,0,0,0
840.5,0,0,0,0,0,0
841.5,0,0,0,0,0,0
842.5,0,0,0,0,0,0
843.5,0,0,0,0,0,0
844.5,0,0,0,0,0,0
845.5,0,0,0,0,0,0
846.5,0,0,0,0,0,0
847.5,0,0,0,0,0,0
848.5,0,0,0,0,0,0
849.5,0,0,0,0,0,0
850.5,0,0,0,0,0,0
851.5,0,0,0,0,0,0
852.5,0,0,0,0,0,0
853.5,0,0,0,0,0,0
854.5,0,0,0,0,0,0
855.5,0,0,0,0,0,0
856.5,0,0,0,0,0,0
857.5,0,0,0,0,0,0
858.5,0,0,0,0,0,0
859.5,0,0,0,0,0,0
860.5,0,0,0,0,0,0
861.5,0,0,0,0,0,0
862.5,0,0,0,0,0,0
863.5,0,0,0,0,0,0
864.5,0,0,0,0,0,0
865.5,0,0,0,0,0,0
866.5,0,0,0,0,0,0
867.5,0,0,0,0,0,0
868.5,0,0,0,0,0,0
869.5,0,0,0,0,0,0
870.5,0,0,0,0,0,0
871.5,0,0,0,0,0,0
872.5,0,0,0,0,0,0
873.5,0,0,0,0,0,0
874.5,0,0,0,0,0,0
875.5,0,0,0,0,0,0
876.5,0,0,0,0,0,0
877.5,0,0,0,0,0,0
878.5,0,0,0,0,0,0
879.5,0,0,0,0,0,0
880.5,0,0,0,0,0,0
881.5,0,0,0,0,0,0
882.5,0,0,0,0,0,0
883.5,0,0,0,0,0,0
884.5,0,0,0,0,0,0
885.5,0,0,0,0,0,0
886.5,0,0,0,0,0,0
887.5,0,0,0,0,0,0
888.5,0,0,0,0,0,0
889.5,0,0,0,0,0,0
890.5,0,0,0,0,0,0
891.5,0,0,0,0,0,0
892.5,0,0,0,0,0,0
893.5,0,0,0,0,0,0
894.5,0,0,0,0,0,0
895.5,0,0,0,0,0,0
896.5,0,0,0,0,0,0
897.5,0,0,0,0,0,0
898.5,0,0,0,0,0,0
899.5,0,0,0,0,0,0
900.5,0,0,0,0,0,0
901.5,0,0,0,0,0,0
902.5,0,0,0,0,0,0
903.5,0,0,0,0,0,0
904.5,0,0,0,0,0,0
905.5,0,0,0,0,0,0
906.5,0,0,0,0,0,0
907.5,0,0,0,0,0,0
908.5,0,0,0,0,0,0
909.5,0,0,0,0,0,0
910.5,0,0,0,0,0,0
911.5,0,0,0,0,0,0
912.5,0,0,0,0,0,0
913.5,0,0,0,0,0,0
914.5,0,0,0,0,0,0
915.5,0,0,0,0,0,0
916.5,0,0,0,0,0,0
917.5,0,0,0,0,0,0
918.5,0,0,0,0,0,0
919.5,0,0,0,0,0,0
920.5,0,0,0,0,0,0
921.5,0,0,0,0,0,0
922.5,0,0,0,0,0,0
923.5,0,0,0,0,0,0
924.5,0,0,0,0,0,0
925.5,0,0,0,0,0,0
926.5,0,0,0,0,0,0
927.5,0,0,0,0,0,0
928.5,0,0,0,0,0,0
929.5,0,0,0,0,0,0
930.5,0,0,0,0,0,0
931.5,0,0,0,0,0,0
932.5,0,0,0,0,0,0
933.5,0,0,0,0,0,0
934.5,0,0,0,0,0,0
935.5,0,0,0,0,0,0
936.5,0,0,0,0,0,0
937.5,0,0,0,0,0,0
938.5,0,0,0,0,0,0
939.5,0,0,0,0,0,0
940.5,0,0,0,0,0,0
941.5,0,0,0,0,0,0
942.5,0,0,0,0,0,0
943.5,0,0,0,0,0,0
944.5,0,0,0,0,0,0
945.5,0,0,0,0,0,0
946.5,0,0,0,0,0,0
947.5,0,0,0,0,0,0
948.5,0,0,0,0,0,0
949.5,0,0,0,0,0,0
950.5,0,0,0,0,0,0
951.5,0,0,0,0,0,0
952.5,0,0,0,0,0,0
953.5,0,0,0,0,0,0
954.5,0,0,0,0,0,0
955.5,0,0,0,0,0,0
956.5,0,0,0,0,0,0
957.5,0,0,0,0,0,0
958.5,0,0,0,0,0,0
959.5,0,0,0,0,0,0
960.5,0,0,0,0,0,0
961.5,0,0,0,0,0,0
962.5,0,0,0,0,0,0
963.5,0,0,0,0,0,0
964.5,0,0,0,0,0,0
965.5,0,0,0,0,0,0
966.5,0,0,0,0,0,0
967.5,0,0,0,0,0,0
968.5,0,0,0,0,0,0
969.5,0,0,0,0,0,0
970.5,0,0,0,0,0,0
971.5,0,0,0,0,0,0
972.5,0,0,0,0,0,0
973.5,0,0,0,0,0,0
974.5,0,0,0,0,0,0
975.5,0,0,0,0,0,0
976.5,0,0,0,0,0,0
977.5,0,0,0,0,0,0
978.5,0,0,0,0,0,0
979.5,0,0,0,0,0,0
980.5,0,0,0,0,0,0
981.5,0,0,0,0,0,0
982.5,0,0,0,0,0,0
983.5,0,0,0,0,0,0
984.5,0,0,0,0,0,0
985.5,0,0,0,0,0,0
986.5,0,0,0,0,0,0
987.5,0,0,0,0,0,0
988.5,0,0,0,0,0,0
989.5,0,0,0,0,0,0
990.5,0,0,0,0,0,0
991.5,0,0,0,0,0,0
992.5,0,0,0,0,0,0
993.5,0,0,0,0,0,0
994.5,0,0,0,0,0,0
995.5,0,0,0,0,0,0
996.5,0,0,0,0,0,0
997.5,0,0,0,0,0,0
998.5,0,0,0,0,0,0
999.5,0,0,0,0,0,0
