gene,baseMean,log2FoldChange,padj
PAFAH1B3,27.05740122646307,-2.118645428739318,4.04917437090775e-4
OPHN1,75.62326751116758,1.0606991797644134,0.024764254977039688
EPB41L2,6.825713649739779,3.1308616100477975,0.003940554064628312
PUM3,32.15116746760968,-1.6099267301469566,0.006592147911088004
CLDND1,10.022972850401308,-1.9542355158151394,0.016218445514566558
HSP90AA1,526.0819635535855,-1.7433573030100522,6.454898129679377e-5
NDC80,9.809317186365769,-1.6207543951869403,0.031908659415027345
PCNP,80.05255936091761,-1.4491766223177784,0.005352094741706644
LRP2,14.578140612356819,1.3299488805121078,0.03235125680857195
DUSP12,21.647106376652957,-1.7892115481835515,0.00394504696606507
HSPB11,67.01576944489669,-1.6281948316399233,9.888516867744349e-4
BZW1,126.49552875257261,-1.322988255834873,0.0044540427856279725
COL19A1,15.558622143190867,1.3459268254848353,0.038898991721003875
MRPL22,26.604149694601066,-1.2040164476997872,0.048072167571096745
KAT6A,68.11411780037668,0.9934138379373882,0.02707060903967406
ITGAE,24.171563613514312,-1.391746790743155,0.030305261558164587
RPS5,420.12226555362344,-1.6468321941057276,1.1045980656626483e-4
YTHDC1,91.98641006059687,-1.070367717844611,0.0199851341078546
CHMP2B,29.041524824199207,-1.1515300411186435,0.04447024661176578
GSTP1,122.79877599686981,-1.9667171999277004,6.454898129679377e-5
WBP11,12.661875195598544,-2.1931340758011375,0.004405357639604354
EIF3I,140.495061515389,-1.5252285105666816,8.05162643724694e-4
AGBL5,9.631590760842334,-1.608078264253407,0.031714553053069035
RAB10,56.971213957351864,-1.8384671618603319,2.5974106336035425e-4
ATRX,128.7708424273089,-1.381278266148974,0.003115652759931526
AK6,43.81184797735067,-2.429649416944448,9.327040763821826e-5
CPNE3,35.48179240288252,-1.0822067257878805,0.028045080187945954
RRN3,6.973198420805165,-1.7127352069581008,0.04212231939925331
MTIF2,24.74598218024921,-1.9939815523525086,0.0012846584136812084
DNAJA1,78.7607518999509,-2.095154217044618,4.255000544261902e-5
CHMP5,30.849591983216513,-2.307866984430764,4.6274467305519384e-4
MRPL28,19.88182326166896,-2.2366991215072543,0.0021150078873668834
ZFAND6,50.95559295242697,-1.478886746640144,0.00642893450353938
FTL,3807.730467706525,-2.125457680847256,3.7035451152754946e-6
PSMC5,56.80296910536705,-1.9309443089069258,2.3324599928798914e-4
NOP14,12.50029976159124,-1.7235570613787647,0.016515559328560348
RTRAF,117.87226781327567,-1.235983970703194,0.008192563448248053
GNAS,176.21592744380177,-1.1314615142841729,0.009865533725458503
AURKA,20.91666926637602,-2.996112915956222,1.6092461158925657e-4
TPX2,13.709901683120092,-2.398194936264854,0.0024817422756509746
TMEM40,19.086446007325332,-1.5930107783643486,0.012706577632364532
KIF9,15.543385607038243,-2.321733733417224,0.002231846421089711
CRLS1,30.719169677707335,-1.4705161369185646,0.015759676954576363
FKBP1A,47.05379894310525,-1.5348175152140926,0.0036245278754328406
XRN2,46.05260940665175,-1.1830998653891716,0.022852826616837
DYNLL1,275.49056121274407,-2.2254899210690775,5.092275290574288e-7
SNX5,84.60269195830105,-1.3938402171126816,0.0010700603113325197
RPL6,685.4333460815004,-1.5873084894095963,2.468972236910437e-4
ESF1,871.59882952888,-2.3918679081137366,1.0369775943027129e-7
TMEM230,77.23061574289667,-1.6683414245260495,6.665784777550493e-4
RPLP0,1433.5444195170137,-2.154238626424875,8.556720661996725e-7
PXN,11.308250087394706,-1.6854544466595913,0.019808598721650778
TRMT6,12.738835496433165,-1.8981685668841863,0.013713321851590635
PEBP1,44.826272795832956,-1.944511326875927,1.8093791712002816e-4
IGBP1,29.48533347295229,-1.6822750792846093,0.003161274883192844
FXYD5,39.78361532408794,-1.425896640437957,0.008831027058408982
BIRC5,80.68181914131672,-2.0546598212273213,9.802077011263579e-6
MLF2,31.890594998071496,-2.1850011268368474,2.3195639745044835e-4
NECAP1,11.531805562851947,-1.4912375661897987,0.0364799382747504
PAPOLA,99.56260043396703,-1.1182518822024166,0.010826570674116897
NDUFB2,68.25534749204708,-1.3000966153370956,0.0074008467213005176
NUDC,64.27283416346525,-1.7643534225735913,3.1254583360863656e-4
SPG21,113.379554822496,-1.1100417381518521,0.027889932918362545
KIF4A,8.969506322808028,-2.21812238526734,0.018487551995751757
FH,11.248930310760578,-1.6993564065150957,0.033064020747657394
PITPNM3,164.73443671406739,-1.0058686009632263,0.03674827972577136
SPAG7,23.73506967527504,-2.222021899029189,4.746376404726954e-4
ZFHX4,31.207409707188333,1.0538301459037223,0.0486870039101243
PSME1,124.31262466610103,-1.4655005907901726,0.0018758945579593071
SCFD1,45.85982817794756,-1.361220691136601,0.01813137412971793
HNRNPC,265.4457511184964,-1.35783642892044,0.0015065110498172097
SUPT16H,54.33887234245323,-1.5249436237840246,0.0038689866905564987
EZR,50.174152630658575,-1.9130137009052988,6.324957521515553e-4
MYL6,421.8872413938565,-1.8485091215433018,3.057295225691651e-5
CLSPN,92.72620518150282,-1.188821149369293,0.0036605312457172953
COMT,30.483006752576372,-1.5951644216300953,0.004144083224185888
DHPS,8.236198212005476,-2.3684269577472503,0.013798639979582758
ARCN1,34.81582180504915,-1.1669053019067972,0.030896274399628013
PSMD5,23.526427461872185,-1.1869167558981581,0.03173949169918353
MRPS18A,19.35966504733443,-2.1937824032142204,0.0012634051264592376
TMEM14A,33.0337262039441,-3.0036519527958356,8.434087425343158e-6
HSP90AB1,350.2281229396309,-1.5648765534177742,2.3195639745044835e-4
DSP,54.594444564126825,-0.9943334840296623,0.040997054349295986
HNRNPH3,250.4666162192887,-2.4390730139496704,2.6254271646441813e-7
ACOT7,23.94362318207649,-2.4040254121587012,2.1201133111443097e-4
PRTFDC1,6.749759084252738,-2.5168401991182483,0.015437281882771877
PSMD8,60.271134234789905,-1.7473411814552324,6.499062835967484e-4
BCL7C,32.84522952863535,-1.4574845552046556,0.016409908155874085
ATP5F1D,44.2091753805048,-1.43446555783007,0.0047003743596218586
HNRNPM,100.79036654087037,-1.5690893819265739,7.182350318249888e-4
NDUFB7,29.27666401285863,-2.2263958826027626,6.61601444594243e-4
TIMM13,39.05156637450811,-1.9885356504347387,8.402261891881719e-4
POLR2E,36.59535403882618,-1.6172814888236229,0.006592147911088004
RANBP1,111.6563959215664,-2.5323373214555716,5.559601579464012e-7
DDT,39.405853805851244,-1.9007744992485769,2.1689202151006692e-4
SNRPD3,45.03585332282241,-1.4266377737640372,0.006121577736466956
SLC25A1,17.036764741787856,-1.4317978269847644,0.02363636740642712
LGALS1,236.06805451279422,-3.3667129972728582,1.0332363055082824e-12
EIF3L,86.48764789128195,-1.3920232726387174,0.006100868467258487
SNU13,140.43390936058046,-1.9823058992177345,6.769603081374007e-6
POLR2F,56.30598427566498,-1.2718605734070838,0.016942632248769775
CENPM,5.461032302609331,-2.6351555409951355,0.017340472980660986
CBY1,23.43759632926053,-1.3484729699064484,0.025168272904442315
TOMM22,71.10765636453661,-1.4103400325342947,0.008077983692448094
RTCB,16.29210322010285,-1.665560107431845,0.012419991553369338
FBXO7,17.045330586429756,-1.4323496628673613,0.030933550175688513
BIK,23.120087871893926,-1.4591523247056895,0.02155956928847899
TSPO,48.81143036028596,-1.7866089755307906,0.0019818793771987815
RPL3,790.1396706813031,-1.8120955106485273,2.562102924299481e-5
ZMAT5,10.766250135535213,-1.4063761181319636,0.04485773527967034
MYH9,19.13346243575488,-1.4808103143308942,0.02690189087514597
SAMM50,13.231880599188962,-1.3856912441006781,0.03439980464025148
TXN2,47.25735568242322,-1.9232252754238646,0.0018127843370716492
EIF3D,41.968651228434794,-1.6452453092320583,0.0020330889073490533
ST13,110.02957515156567,-1.122914786362796,0.019382672563443584
RBX1,166.46102555812055,-2.039250137671766,2.5071068765959528e-5
POLR3H,6.788035826579684,-2.470138459887517,0.023764852544755712
FKBP3,122.08693719770586,-2.3485221440685398,3.4381404723843086e-6
PRMT5,22.12502473937078,-1.2587115938828008,0.035755355565882434
PSMC6,66.22188904822457,-1.0226953765086397,0.03261774302639366
GNPNAT1,27.14554883632497,-1.1602786215993095,0.04617785687316175
CDKN3,62.74245805896706,-2.987694019153808,5.559601579464012e-7
CNIH1,51.368569166911655,-1.1871499148167421,0.02618873151210139
ATP6V1D,32.961845055086,-1.3230026535365558,0.01587814608993121
PLEK2,5.9489919783981104,-6.077012261024518,6.759586976168412e-4
PSMA3,102.4472010171009,-1.8209385832554315,2.0843071024481422e-4
VTI1B,91.57701762723399,-1.557660794496237,7.788450532588102e-4
TIMM9,51.58118396654731,-1.3108241723726477,0.010639650028391302
AHSA1,50.623905021099134,-1.8953124005458353,2.0850681312856054e-4
SNW1,36.171011088116785,-1.371370765189205,0.0148037548500705
ERH,100.74090147550346,-2.075448043170827,5.4831413284950646e-5
HIF1A,65.4064801654355,-1.235380175042163,0.013125585111349706
EIF5,197.57892098419822,-1.857741999067262,4.451054943502198e-5
VRK1,10.680201236855527,-2.0561152279320543,0.014834231500752061
PSMC1,60.143710791651635,-1.2841636043039064,0.013487265364032686
PSMB5,97.26703776467302,-1.9751801326179759,1.5560702316847936e-4
CCNB1IP1,30.59240476144062,-1.0757478513311862,0.03710508709584319
APEX1,60.183435400859125,-1.8234871382947389,3.1344732339590333e-4
CINP,42.968221013762296,-1.250528616119764,0.015695060069896218
DHRS2,117.07688729726799,-1.316913200101497,0.007240365784493827
SRP54,24.60668996425898,-1.334810508557967,0.03371758629585838
PSMA6,197.3795633625164,-1.5496715134601948,2.3304100784431642e-4
EMC9,11.486450187247108,-2.3398772614460968,0.00784894444051988
PSME2,124.78668207186384,-2.2224334918756705,4.352535656650836e-6
PNN,127.17147912019529,-1.845441400430776,9.564352417485454e-5
PCIF1,10.203528665592495,-1.6718790488373498,0.03256160435299257
MYBL2,6.539400979333767,-4.43058909653777,0.0018127843370716492
RAB5IF,44.52376426331192,-1.7996101903245558,0.00378928561874423
PFDN4,140.53684072034198,-1.6512760566549485,0.0010064512665099265
RAE1,19.48313828433933,-2.1277267915735143,0.004212676499465901
TPD52L2,24.352354537457696,-1.898768724491377,0.004473042916673143
PRPF6,8.019682643982142,-1.9616448835505396,0.022387051296237595
PSMA7,198.02136002234417,-2.1050141456866522,2.177763627420196e-5
MRGBP,13.803389685862303,-2.532773516403465,0.0016803104900289323
C20orf27,12.144354147843073,-1.5623241872674085,0.03843161546176285
CDC25B,8.166817833367269,-2.097919790887945,0.018073371659798255
KIF3B,61.8428850534435,-1.1508196200221918,0.01719621814874245
NOP56,56.30710658660404,-3.218507847416693,4.3289695823540866e-7
IDH3B,23.121682305221807,-2.037895446422505,7.054236448637267e-4
MAPRE1,39.02127676604804,-1.7193909008035348,8.488542587308114e-4
AHCY,35.35060972316659,-1.2695237721465749,0.01953210048507503
FAM83D,4.444444562834637,-5.187967844847887,0.005438651981840009
DNTTIP1,25.131190730641308,-2.7502321332003894,1.9998809756355482e-4
ACOT8,10.142650124905655,-1.7025111894033076,0.025968115363896142
MYL12A,337.25342946620367,-2.4153908154314867,1.9390042832540905e-8
RNMT,19.196373146108947,-2.3060474577989654,8.352296251912982e-4
RBBP8,13.05225495707296,-1.5542651296469783,0.03211882496724647
PSMD10,28.090655100200628,-2.1004713186118242,0.0011588859248415823
PLP2,15.320375324521846,-2.2656269782045158,0.002738571511117546
NAA10,39.08472126753735,-1.9003396074751702,8.42545445885253e-4
RBBP7,40.028457142640626,-1.4248687077558355,0.004226819372652228
PQBP1,27.06348869843757,-1.2132837955304794,0.03347040106304438
PGK1,162.8716883213701,-2.5143491632257096,8.356252196631356e-8
SMS,67.6889426710565,-3.18797812038156,6.938698181813468e-8
CDK16,22.633119055369484,-1.4155567692297306,0.01691049893601817
TIMP1,17.705889186273698,-1.4710921214968258,0.02219513362850388
PIN4,38.43331459096999,-1.1990306470056724,0.029912125889772028
MAGED2,9.471823237979834,-1.8118166947969978,0.024528717348950162
RBM3,33.64445557729641,-2.0053160620558765,8.031714784885526e-4
PBDC1,19.15744296847793,-2.045051728892481,0.0015324693791016581
FGF14,15.748017521714353,1.2685235207936028,0.04907070786984573
NDFIP2,6.2218342089981205,-1.7671778796862823,0.04956183633377229
TSC22D1,38.56113723665782,-1.5468564618784675,0.00345058973421421
NUTF2,149.35496293540112,-1.8911245320298862,7.796111167071987e-5
POLR2C,13.539793842249413,-1.4000102397254088,0.04675258615127033
USB1,30.092087373903002,-1.3141978124280695,0.030015384534768277
CYB5B,65.71431241246954,-1.375648052670165,0.00434541750280202
PSMD7,72.18542463694816,-1.7384911460648103,3.231770027537312e-4
SLC7A6OS,6.162212685152991,-1.7598909010154318,0.04742870358388214
COTL1,114.56886029191244,-1.7654652376172848,2.4613026070047944e-4
NME4,73.99849099333483,-1.7461386315895575,3.1254583360863656e-4
UBE2I,56.80724641147689,-1.345532677313347,0.006387477973167312
ELOB,182.3359738821145,-1.5693240440187362,4.5131561365726155e-4
MAZ,15.917132541490219,-1.2711651723954136,0.04348835496772178
RNF40,5.976380155915294,-1.7684778713611025,0.04958739625998759
RAB11A,127.45128260986147,-1.4107464210034373,5.0109135554349e-4
DNAJC17,10.725348927382564,-1.4861499951402546,0.044357112715947396
EIF3J,64.71827819888892,-1.761684643275068,6.108546611265879e-4
OIP5,6.488890613124799,-1.926879106816176,0.03906676961197374
ZFAND1,64.03093141522024,-1.8543123208690426,1.1854417237601092e-4
RIPK2,22.165366779630336,-1.7146096717012662,0.005438651981840009
JPH1,20.9848742701462,1.1682201252759985,0.03576224002974608
GDAP1,52.54842161931572,1.2609618632018673,0.007586753680340321
RAB2A,58.526963150677155,-1.3780422445561453,0.0033699641964476737
EIF3E,304.34650057726464,-1.8896842870474913,3.5008290189857916e-5
TSTA3,28.128909172230966,-1.5751618484581247,0.006387477973167312
EEF1D,364.70806559198496,-2.008921978349147,5.673541452345238e-6
DCTN6,42.897779030050415,-2.4996589076793514,4.83446872777803e-5
R3HCC1,15.926561918056297,-1.751714917714014,0.008851100744755524
BNIP3L,56.76768208817813,-1.0146165591047678,0.041529783875038834
PIH1D1,18.249184817431246,-1.3016154978950452,0.03371758629585838
OAZ1,197.72271492858073,-1.9155058302016352,3.1770268187161066e-5
C19orf53,51.96001158117208,-2.220585293735787,9.582727242693492e-5
TNNT1,66.66784045239676,-1.5871629478714187,0.0011231059231405238
FAM32A,19.716471738591967,-2.3113916545490842,0.0014525653161601676
POP4,24.860117042007055,-1.7733267744500838,0.0035869973014050135
PDCD5,127.7720406074977,-1.8386130904104332,1.7169111383506512e-4
RPS16,370.40119610008526,-1.744426801499606,5.219494610888453e-5
FBL,71.52333123164217,-1.781349145423855,2.9484835499164725e-4
TBCB,30.477304227195916,-1.2467982538433198,0.038386215844820916
POLR2I,51.660420208960154,-1.7893847388858297,5.127480349830704e-4
RPS19,1994.8852815003859,-2.3865325058801177,1.3317687885002804e-7
ETFB,55.4982568841783,-1.2728396482667328,0.01203076990279684
CDC37,11.273708107909819,-1.942893557008011,0.015383508974985614
GRWD1,13.250027989371445,-1.4976917513511656,0.02876714675041846
CAPS,19.315917433461806,-1.239389285080863,0.04752400869595273
PPP2R1A,28.062555174410328,-1.7986338560682387,0.0029111564656368145
WDR83OS,46.12045661923769,-1.6212689652355705,0.0035093471515475496
PRPF31,12.483772369196794,-1.4216428117814488,0.04593816293512381
RPL18A,925.0702470349057,-2.1308212816573104,2.0527263364445725e-6
COPE,16.57618811785607,-1.3693524177908658,0.04288023883419146
KXD1,29.096406965092303,-1.6004448943370093,0.003959677440227709
DNAJC2,61.374980629765645,-1.0913706450588774,0.020183855221804384
BET1,16.841976607777518,-1.3190239922605662,0.04466207953152143
MTPN,34.14752183454141,-1.6594656981360825,0.002258795147965744
H2AZ2,102.49354774432177,-1.396036530020711,0.006121577736466956
CAV2,99.65497688092533,-1.2220960436301518,0.011056377556046056
CAV1,92.87460396838618,-1.6549398666724908,2.7463053493878526e-4
SSBP1,133.59428037485952,-1.7005106873816682,1.2122301208838508e-4
CHCHD2,146.70892038935287,-1.8037649097918054,8.809969472132891e-5
HSPB1,130.39969896738043,-1.5662986793841664,0.0015203914802709288
BUD31,70.3641825838993,-1.34669562407758,0.005744971372008999
NUDT1,10.17687971784352,-3.705480270003685,8.026846926724873e-4
AIMP2,11.544053344606624,-2.6954930595978457,0.001640476902333071
LSM5,127.7982602087682,-1.9823672143945534,2.0761846137689733e-5
RPA3,44.53290860017846,-1.5367965181073018,0.005467611880466337
PHF14,61.625732807001775,-1.1663498494052538,0.024556191817840085
MEST,17.43349011299041,-1.6921773125234147,0.01884580135418979
TSPAN13,8.812997425016555,-2.214905975048329,0.01715919004739956
CHCHD3,18.818041351770916,-1.4300642068587337,0.03037146569259989
PSMA2,117.77344072999124,-1.775699066484315,8.362178965672439e-5
COA1,58.66293906616386,-1.6591488752230934,4.084892699645285e-4
RHEB,61.991225674648234,-1.7664069293127607,6.989586325088487e-4
POLD2,28.837464824718186,-1.894947379135435,0.003711049344579045
YKT6,11.280014838184377,-2.418023192867576,0.006513766507914391
EIF4H,55.95153642071932,-1.6029855819250243,0.00440131742575935
SEC61B,118.08667745907958,-1.6599787634318304,6.989586325088487e-4
PLGRKT,23.03935930705108,-1.5683924486759835,0.02112447463365125
